,buying,maint,doors,persons,lug_boot,safety,class,color
598,high,high,4,2,med,med,unacc,3
599,high,high,4,2,med,high,unacc,0
600,high,high,4,2,big,low,unacc,0
601,high,high,4,2,big,med,unacc,3
602,high,high,4,2,big,high,unacc,0
603,high,high,4,4,small,low,unacc,2
604,high,high,4,4,small,med,unacc,2
605,high,high,4,4,small,high,acc,2
606,high,high,4,4,med,low,unacc,1
607,high,high,4,4,med,med,acc,2
608,high,high,4,4,med,high,acc,2
609,high,high,4,4,big,low,unacc,3
610,high,high,4,4,big,med,acc,2
611,high,high,4,4,big,high,acc,3
612,high,high,4,more,small,low,unacc,2
613,high,high,4,more,small,med,unacc,1
614,high,high,4,more,small,high,acc,1
615,high,high,4,more,med,low,unacc,1
616,high,high,4,more,med,med,acc,2
617,high,high,4,more,med,high,acc,2
618,high,high,4,more,big,low,unacc,0
619,high,high,4,more,big,med,acc,2
620,high,high,4,more,big,high,acc,2
621,high,high,5more,2,small,low,unacc,1
622,high,high,5more,2,small,med,unacc,3
623,high,high,5more,2,small,high,unacc,1
624,high,high,5more,2,med,low,unacc,1
625,high,high,5more,2,med,med,unacc,0
626,high,high,5more,2,med,high,unacc,2
627,high,high,5more,2,big,low,unacc,1
628,high,high,5more,2,big,med,unacc,0
629,high,high,5more,2,big,high,unacc,1
630,high,high,5more,4,small,low,unacc,0
631,high,high,5more,4,small,med,unacc,0
632,high,high,5more,4,small,high,acc,3
633,high,high,5more,4,med,low,unacc,3
634,high,high,5more,4,med,med,acc,3
635,high,high,5more,4,med,high,acc,0
636,high,high,5more,4,big,low,unacc,2
637,high,high,5more,4,big,med,acc,0
638,high,high,5more,4,big,high,acc,3
639,high,high,5more,more,small,low,unacc,0
640,high,high,5more,more,small,med,unacc,3
641,high,high,5more,more,small,high,acc,1
642,high,high,5more,more,med,low,unacc,1
643,high,high,5more,more,med,med,acc,0
644,high,high,5more,more,med,high,acc,1
645,high,high,5more,more,big,low,unacc,0
646,high,high,5more,more,big,med,acc,1
647,high,high,5more,more,big,high,acc,0
648,high,med,2,2,small,low,unacc,1
649,high,med,2,2,small,med,unacc,3
650,high,med,2,2,small,high,unacc,0
651,high,med,2,2,med,low,unacc,3
652,high,med,2,2,med,med,unacc,1
653,high,med,2,2,med,high,unacc,0
654,high,med,2,2,big,low,unacc,0
655,high,med,2,2,big,med,unacc,0
656,high,med,2,2,big,high,unacc,3
657,high,med,2,4,small,low,unacc,3
658,high,med,2,4,small,med,unacc,1
659,high,med,2,4,small,high,acc,3
660,high,med,2,4,med,low,unacc,0
661,high,med,2,4,med,med,unacc,1
662,high,med,2,4,med,high,acc,0
663,high,med,2,4,big,low,unacc,2
664,high,med,2,4,big,med,acc,0
665,high,med,2,4,big,high,acc,1
666,high,med,2,more,small,low,unacc,3
667,high,med,2,more,small,med,unacc,2
668,high,med,2,more,small,high,unacc,3
669,high,med,2,more,med,low,unacc,0
670,high,med,2,more,med,med,unacc,2
671,high,med,2,more,med,high,acc,1
672,high,med,2,more,big,low,unacc,3
673,high,med,2,more,big,med,acc,1
674,high,med,2,more,big,high,acc,1
675,high,med,3,2,small,low,unacc,0
676,high,med,3,2,small,med,unacc,2
677,high,med,3,2,small,high,unacc,0
678,high,med,3,2,med,low,unacc,0
679,high,med,3,2,med,med,unacc,3
680,high,med,3,2,med,high,unacc,3
681,high,med,3,2,big,low,unacc,1
682,high,med,3,2,big,med,unacc,3
683,high,med,3,2,big,high,unacc,2
684,high,med,3,4,small,low,unacc,1
685,high,med,3,4,small,med,unacc,1
686,high,med,3,4,small,high,acc,1
687,high,med,3,4,med,low,unacc,1
688,high,med,3,4,med,med,unacc,3
689,high,med,3,4,med,high,acc,0
690,high,med,3,4,big,low,unacc,0
691,high,med,3,4,big,med,acc,1
692,high,med,3,4,big,high,acc,3
693,high,med,3,more,small,low,unacc,3
694,high,med,3,more,small,med,unacc,1
695,high,med,3,more,small,high,acc,2
696,high,med,3,more,med,low,unacc,3
697,high,med,3,more,med,med,acc,0
698,high,med,3,more,med,high,acc,0
699,high,med,3,more,big,low,unacc,2
700,high,med,3,more,big,med,acc,3
701,high,med,3,more,big,high,acc,1
702,high,med,4,2,small,low,unacc,2
703,high,med,4,2,small,med,unacc,2
704,high,med,4,2,small,high,unacc,0
705,high,med,4,2,med,low,unacc,0
706,high,med,4,2,med,med,unacc,0
707,high,med,4,2,med,high,unacc,0
708,high,med,4,2,big,low,unacc,3
709,high,med,4,2,big,med,unacc,1
710,high,med,4,2,big,high,unacc,1
711,high,med,4,4,small,low,unacc,3
712,high,med,4,4,small,med,unacc,0
713,high,med,4,4,small,high,acc,3
714,high,med,4,4,med,low,unacc,0
715,high,med,4,4,med,med,acc,3
716,high,med,4,4,med,high,acc,0
717,high,med,4,4,big,low,unacc,0
718,high,med,4,4,big,med,acc,0
719,high,med,4,4,big,high,acc,0
720,high,med,4,more,small,low,unacc,2
721,high,med,4,more,small,med,unacc,0
722,high,med,4,more,small,high,acc,0
723,high,med,4,more,med,low,unacc,0
724,high,med,4,more,med,med,acc,0
725,high,med,4,more,med,high,acc,1
726,high,med,4,more,big,low,unacc,1
727,high,med,4,more,big,med,acc,1
728,high,med,4,more,big,high,acc,2
729,high,med,5more,2,small,low,unacc,1
730,high,med,5more,2,small,med,unacc,1
731,high,med,5more,2,small,high,unacc,2
732,high,med,5more,2,med,low,unacc,2
733,high,med,5more,2,med,med,unacc,2
734,high,med,5more,2,med,high,unacc,3
735,high,med,5more,2,big,low,unacc,1
736,high,med,5more,2,big,med,unacc,3
737,high,med,5more,2,big,high,unacc,2
738,high,med,5more,4,small,low,unacc,0
739,high,med,5more,4,small,med,unacc,3
740,high,med,5more,4,small,high,acc,3
741,high,med,5more,4,med,low,unacc,2
742,high,med,5more,4,med,med,acc,2
743,high,med,5more,4,med,high,acc,2
744,high,med,5more,4,big,low,unacc,0
745,high,med,5more,4,big,med,acc,1
746,high,med,5more,4,big,high,acc,1
747,high,med,5more,more,small,low,unacc,0
748,high,med,5more,more,small,med,unacc,3
749,high,med,5more,more,small,high,acc,0
750,high,med,5more,more,med,low,unacc,3
751,high,med,5more,more,med,med,acc,1
752,high,med,5more,more,med,high,acc,2
753,high,med,5more,more,big,low,unacc,1
754,high,med,5more,more,big,med,acc,2
755,high,med,5more,more,big,high,acc,0
756,high,low,2,2,small,low,unacc,0
757,high,low,2,2,small,med,unacc,3
758,high,low,2,2,small,high,unacc,0
759,high,low,2,2,med,low,unacc,2
760,high,low,2,2,med,med,unacc,2
761,high,low,2,2,med,high,unacc,1
762,high,low,2,2,big,low,unacc,1
763,high,low,2,2,big,med,unacc,3
764,high,low,2,2,big,high,unacc,2
765,high,low,2,4,small,low,unacc,0
766,high,low,2,4,small,med,unacc,0
767,high,low,2,4,small,high,acc,0
768,high,low,2,4,med,low,unacc,1
769,high,low,2,4,med,med,unacc,2
770,high,low,2,4,med,high,acc,3
771,high,low,2,4,big,low,unacc,0
772,high,low,2,4,big,med,acc,3
773,high,low,2,4,big,high,acc,1
774,high,low,2,more,small,low,unacc,1
775,high,low,2,more,small,med,unacc,3
776,high,low,2,more,small,high,unacc,3
777,high,low,2,more,med,low,unacc,1
778,high,low,2,more,med,med,unacc,3
779,high,low,2,more,med,high,acc,3
780,high,low,2,more,big,low,unacc,3
781,high,low,2,more,big,med,acc,2
782,high,low,2,more,big,high,acc,0
783,high,low,3,2,small,low,unacc,2
784,high,low,3,2,small,med,unacc,0
785,high,low,3,2,small,high,unacc,3
786,high,low,3,2,med,low,unacc,3
787,high,low,3,2,med,med,unacc,2
788,high,low,3,2,med,high,unacc,0
789,high,low,3,2,big,low,unacc,2
790,high,low,3,2,big,med,unacc,2
791,high,low,3,2,big,high,unacc,3
792,high,low,3,4,small,low,unacc,2
793,high,low,3,4,small,med,unacc,0
794,high,low,3,4,small,high,acc,2
795,high,low,3,4,med,low,unacc,2
796,high,low,3,4,med,med,unacc,2
797,high,low,3,4,med,high,acc,0
798,high,low,3,4,big,low,unacc,0
799,high,low,3,4,big,med,acc,1
800,high,low,3,4,big,high,acc,1
801,high,low,3,more,small,low,unacc,2
802,high,low,3,more,small,med,unacc,1
803,high,low,3,more,small,high,acc,0
804,high,low,3,more,med,low,unacc,3
805,high,low,3,more,med,med,acc,0
806,high,low,3,more,med,high,acc,2
807,high,low,3,more,big,low,unacc,2
808,high,low,3,more,big,med,acc,2
809,high,low,3,more,big,high,acc,2
810,high,low,4,2,small,low,unacc,2
811,high,low,4,2,small,med,unacc,2
812,high,low,4,2,small,high,unacc,1
813,high,low,4,2,med,low,unacc,0
814,high,low,4,2,med,med,unacc,3
815,high,low,4,2,med,high,unacc,1
816,high,low,4,2,big,low,unacc,1
817,high,low,4,2,big,med,unacc,3
818,high,low,4,2,big,high,unacc,2
819,high,low,4,4,small,low,unacc,0
820,high,low,4,4,small,med,unacc,2
821,high,low,4,4,small,high,acc,1
822,high,low,4,4,med,low,unacc,2
823,high,low,4,4,med,med,acc,0
824,high,low,4,4,med,high,acc,3
825,high,low,4,4,big,low,unacc,3
826,high,low,4,4,big,med,acc,1
827,high,low,4,4,big,high,acc,0
828,high,low,4,more,small,low,unacc,2
829,high,low,4,more,small,med,unacc,1
830,high,low,4,more,small,high,acc,2
831,high,low,4,more,med,low,unacc,0
832,high,low,4,more,med,med,acc,2
833,high,low,4,more,med,high,acc,0
834,high,low,4,more,big,low,unacc,3
835,high,low,4,more,big,med,acc,2
836,high,low,4,more,big,high,acc,3
837,high,low,5more,2,small,low,unacc,2
838,high,low,5more,2,small,med,unacc,2
839,high,low,5more,2,small,high,unacc,3
840,high,low,5more,2,med,low,unacc,3
841,high,low,5more,2,med,med,unacc,0
842,high,low,5more,2,med,high,unacc,2
843,high,low,5more,2,big,low,unacc,3
844,high,low,5more,2,big,med,unacc,0
845,high,low,5more,2,big,high,unacc,3
846,high,low,5more,4,small,low,unacc,0
847,high,low,5more,4,small,med,unacc,3
848,high,low,5more,4,small,high,acc,0
849,high,low,5more,4,med,low,unacc,1
850,high,low,5more,4,med,med,acc,3
851,high,low,5more,4,med,high,acc,3
852,high,low,5more,4,big,low,unacc,2
853,high,low,5more,4,big,med,acc,1
854,high,low,5more,4,big,high,acc,3
855,high,low,5more,more,small,low,unacc,1
856,high,low,5more,more,small,med,unacc,2
857,high,low,5more,more,small,high,acc,0
858,high,low,5more,more,med,low,unacc,3
859,high,low,5more,more,med,med,acc,2
860,high,low,5more,more,med,high,acc,1
861,high,low,5more,more,big,low,unacc,3
862,high,low,5more,more,big,med,acc,2
863,high,low,5more,more,big,high,acc,0
864,med,vhigh,2,2,small,low,unacc,1
865,med,vhigh,2,2,small,med,unacc,1
866,med,vhigh,2,2,small,high,unacc,2
867,med,vhigh,2,2,med,low,unacc,3
868,med,vhigh,2,2,med,med,unacc,2
869,med,vhigh,2,2,med,high,unacc,1
870,med,vhigh,2,2,big,low,unacc,2
871,med,vhigh,2,2,big,med,unacc,2
872,med,vhigh,2,2,big,high,unacc,2
873,med,vhigh,2,4,small,low,unacc,1
874,med,vhigh,2,4,small,med,unacc,3
875,med,vhigh,2,4,small,high,acc,1
876,med,vhigh,2,4,med,low,unacc,2
877,med,vhigh,2,4,med,med,unacc,0
878,med,vhigh,2,4,med,high,acc,1
879,med,vhigh,2,4,big,low,unacc,3
880,med,vhigh,2,4,big,med,acc,2
881,med,vhigh,2,4,big,high,acc,1
882,med,vhigh,2,more,small,low,unacc,0
883,med,vhigh,2,more,small,med,unacc,1
884,med,vhigh,2,more,small,high,unacc,0
885,med,vhigh,2,more,med,low,unacc,3
886,med,vhigh,2,more,med,med,unacc,1
887,med,vhigh,2,more,med,high,acc,1
888,med,vhigh,2,more,big,low,unacc,1
889,med,vhigh,2,more,big,med,acc,3
890,med,vhigh,2,more,big,high,acc,3
891,med,vhigh,3,2,small,low,unacc,0
892,med,vhigh,3,2,small,med,unacc,3
893,med,vhigh,3,2,small,high,unacc,2
894,med,vhigh,3,2,med,low,unacc,2
895,med,vhigh,3,2,med,med,unacc,3
896,med,vhigh,3,2,med,high,unacc,1
897,med,vhigh,3,2,big,low,unacc,1
898,med,vhigh,3,2,big,med,unacc,0
899,med,vhigh,3,2,big,high,unacc,2
900,med,vhigh,3,4,small,low,unacc,1
901,med,vhigh,3,4,small,med,unacc,0
902,med,vhigh,3,4,small,high,acc,1
903,med,vhigh,3,4,med,low,unacc,0
904,med,vhigh,3,4,med,med,unacc,0
905,med,vhigh,3,4,med,high,acc,2
906,med,vhigh,3,4,big,low,unacc,1
907,med,vhigh,3,4,big,med,acc,3
908,med,vhigh,3,4,big,high,acc,2
909,med,vhigh,3,more,small,low,unacc,2
910,med,vhigh,3,more,small,med,unacc,0
911,med,vhigh,3,more,small,high,acc,1
912,med,vhigh,3,more,med,low,unacc,2
913,med,vhigh,3,more,med,med,acc,2
914,med,vhigh,3,more,med,high,acc,3
915,med,vhigh,3,more,big,low,unacc,3
916,med,vhigh,3,more,big,med,acc,2
917,med,vhigh,3,more,big,high,acc,3
918,med,vhigh,4,2,small,low,unacc,3
919,med,vhigh,4,2,small,med,unacc,2
920,med,vhigh,4,2,small,high,unacc,3
921,med,vhigh,4,2,med,low,unacc,2
922,med,vhigh,4,2,med,med,unacc,3
923,med,vhigh,4,2,med,high,unacc,2
924,med,vhigh,4,2,big,low,unacc,2
925,med,vhigh,4,2,big,med,unacc,3
926,med,vhigh,4,2,big,high,unacc,3
927,med,vhigh,4,4,small,low,unacc,1
928,med,vhigh,4,4,small,med,unacc,1
929,med,vhigh,4,4,small,high,acc,0
930,med,vhigh,4,4,med,low,unacc,3
931,med,vhigh,4,4,med,med,acc,2
932,med,vhigh,4,4,med,high,acc,3
933,med,vhigh,4,4,big,low,unacc,3
934,med,vhigh,4,4,big,med,acc,1
935,med,vhigh,4,4,big,high,acc,1
936,med,vhigh,4,more,small,low,unacc,3
937,med,vhigh,4,more,small,med,unacc,0
938,med,vhigh,4,more,small,high,acc,0
939,med,vhigh,4,more,med,low,unacc,3
940,med,vhigh,4,more,med,med,acc,3
941,med,vhigh,4,more,med,high,acc,2
942,med,vhigh,4,more,big,low,unacc,0
943,med,vhigh,4,more,big,med,acc,1
944,med,vhigh,4,more,big,high,acc,0
945,med,vhigh,5more,2,small,low,unacc,2
946,med,vhigh,5more,2,small,med,unacc,3
947,med,vhigh,5more,2,small,high,unacc,1
948,med,vhigh,5more,2,med,low,unacc,0
949,med,vhigh,5more,2,med,med,unacc,0
950,med,vhigh,5more,2,med,high,unacc,3
951,med,vhigh,5more,2,big,low,unacc,0
952,med,vhigh,5more,2,big,med,unacc,2
953,med,vhigh,5more,2,big,high,unacc,1
954,med,vhigh,5more,4,small,low,unacc,0
955,med,vhigh,5more,4,small,med,unacc,2
956,med,vhigh,5more,4,small,high,acc,0
957,med,vhigh,5more,4,med,low,unacc,2
958,med,vhigh,5more,4,med,med,acc,0
959,med,vhigh,5more,4,med,high,acc,3
960,med,vhigh,5more,4,big,low,unacc,2
961,med,vhigh,5more,4,big,med,acc,0
962,med,vhigh,5more,4,big,high,acc,1
963,med,vhigh,5more,more,small,low,unacc,0
964,med,vhigh,5more,more,small,med,unacc,3
965,med,vhigh,5more,more,small,high,acc,3
966,med,vhigh,5more,more,med,low,unacc,2
967,med,vhigh,5more,more,med,med,acc,3
968,med,vhigh,5more,more,med,high,acc,3
969,med,vhigh,5more,more,big,low,unacc,3
970,med,vhigh,5more,more,big,med,acc,1
971,med,vhigh,5more,more,big,high,acc,1
972,med,high,2,2,small,low,unacc,2
973,med,high,2,2,small,med,unacc,0
974,med,high,2,2,small,high,unacc,2
975,med,high,2,2,med,low,unacc,2
976,med,high,2,2,med,med,unacc,3
977,med,high,2,2,med,high,unacc,0
978,med,high,2,2,big,low,unacc,3
979,med,high,2,2,big,med,unacc,1
980,med,high,2,2,big,high,unacc,0
981,med,high,2,4,small,low,unacc,1
982,med,high,2,4,small,med,unacc,2
983,med,high,2,4,small,high,acc,0
984,med,high,2,4,med,low,unacc,1
985,med,high,2,4,med,med,unacc,1
986,med,high,2,4,med,high,acc,3
987,med,high,2,4,big,low,unacc,2
988,med,high,2,4,big,med,acc,1
989,med,high,2,4,big,high,acc,2
990,med,high,2,more,small,low,unacc,2
991,med,high,2,more,small,med,unacc,0
992,med,high,2,more,small,high,unacc,0
993,med,high,2,more,med,low,unacc,2
994,med,high,2,more,med,med,unacc,0
995,med,high,2,more,med,high,acc,0
996,med,high,2,more,big,low,unacc,1
997,med,high,2,more,big,med,acc,3
998,med,high,2,more,big,high,acc,0
999,med,high,3,2,small,low,unacc,0
1000,med,high,3,2,small,med,unacc,2
1001,med,high,3,2,small,high,unacc,3
1002,med,high,3,2,med,low,unacc,0
1003,med,high,3,2,med,med,unacc,1
1004,med,high,3,2,med,high,unacc,1
1005,med,high,3,2,big,low,unacc,1
1006,med,high,3,2,big,med,unacc,1
1007,med,high,3,2,big,high,unacc,1
1008,med,high,3,4,small,low,unacc,0
1009,med,high,3,4,small,med,unacc,0
1010,med,high,3,4,small,high,acc,0
1011,med,high,3,4,med,low,unacc,0
1012,med,high,3,4,med,med,unacc,3
1013,med,high,3,4,med,high,acc,0
1014,med,high,3,4,big,low,unacc,1
1015,med,high,3,4,big,med,acc,3
1016,med,high,3,4,big,high,acc,3
1017,med,high,3,more,small,low,unacc,2
1018,med,high,3,more,small,med,unacc,3
1019,med,high,3,more,small,high,acc,1
1020,med,high,3,more,med,low,unacc,2
1021,med,high,3,more,med,med,acc,0
1022,med,high,3,more,med,high,acc,1
1023,med,high,3,more,big,low,unacc,3
1024,med,high,3,more,big,med,acc,2
1025,med,high,3,more,big,high,acc,2
1026,med,high,4,2,small,low,unacc,1
1027,med,high,4,2,small,med,unacc,2
1028,med,high,4,2,small,high,unacc,0
1029,med,high,4,2,med,low,unacc,3
1030,med,high,4,2,med,med,unacc,1
1031,med,high,4,2,med,high,unacc,1
1032,med,high,4,2,big,low,unacc,3
1033,med,high,4,2,big,med,unacc,0
1034,med,high,4,2,big,high,unacc,1
1035,med,high,4,4,small,low,unacc,0
1036,med,high,4,4,small,med,unacc,2
1037,med,high,4,4,small,high,acc,2
1038,med,high,4,4,med,low,unacc,1
1039,med,high,4,4,med,med,acc,1
1040,med,high,4,4,med,high,acc,1
1041,med,high,4,4,big,low,unacc,0
1042,med,high,4,4,big,med,acc,3
1043,med,high,4,4,big,high,acc,1
1044,med,high,4,more,small,low,unacc,2
1045,med,high,4,more,small,med,unacc,3
1046,med,high,4,more,small,high,acc,1
1047,med,high,4,more,med,low,unacc,3
1048,med,high,4,more,med,med,acc,2
1049,med,high,4,more,med,high,acc,2
1050,med,high,4,more,big,low,unacc,2
1051,med,high,4,more,big,med,acc,1
1052,med,high,4,more,big,high,acc,0
1053,med,high,5more,2,small,low,unacc,3
1054,med,high,5more,2,small,med,unacc,2
1055,med,high,5more,2,small,high,unacc,1
1056,med,high,5more,2,med,low,unacc,2
1057,med,high,5more,2,med,med,unacc,3
1058,med,high,5more,2,med,high,unacc,1
1059,med,high,5more,2,big,low,unacc,3
1060,med,high,5more,2,big,med,unacc,0
1061,med,high,5more,2,big,high,unacc,1
1062,med,high,5more,4,small,low,unacc,0
1063,med,high,5more,4,small,med,unacc,1
1064,med,high,5more,4,small,high,acc,2
1065,med,high,5more,4,med,low,unacc,1
1066,med,high,5more,4,med,med,acc,0
1067,med,high,5more,4,med,high,acc,3
1068,med,high,5more,4,big,low,unacc,1
1069,med,high,5more,4,big,med,acc,0
1070,med,high,5more,4,big,high,acc,0
1071,med,high,5more,more,small,low,unacc,0
1072,med,high,5more,more,small,med,unacc,3
1073,med,high,5more,more,small,high,acc,0
1074,med,high,5more,more,med,low,unacc,1
1075,med,high,5more,more,med,med,acc,2
1076,med,high,5more,more,med,high,acc,1
1077,med,high,5more,more,big,low,unacc,2
1078,med,high,5more,more,big,med,acc,0
1079,med,high,5more,more,big,high,acc,2
1080,med,med,2,2,small,low,unacc,0
1081,med,med,2,2,small,med,unacc,3
1082,med,med,2,2,small,high,unacc,1
1083,med,med,2,2,med,low,unacc,2
1084,med,med,2,2,med,med,unacc,3
1085,med,med,2,2,med,high,unacc,0
1086,med,med,2,2,big,low,unacc,3
1087,med,med,2,2,big,med,unacc,0
1088,med,med,2,2,big,high,unacc,1
1089,med,med,2,4,small,low,unacc,1
1090,med,med,2,4,small,med,acc,0
1091,med,med,2,4,small,high,acc,1
1092,med,med,2,4,med,low,unacc,2
1093,med,med,2,4,med,med,acc,0
1094,med,med,2,4,med,high,acc,1
1095,med,med,2,4,big,low,unacc,0
1096,med,med,2,4,big,med,acc,1
1097,med,med,2,4,big,high,vgood,3
1098,med,med,2,more,small,low,unacc,1
1099,med,med,2,more,small,med,unacc,3
1100,med,med,2,more,small,high,unacc,3
1101,med,med,2,more,med,low,unacc,0
1102,med,med,2,more,med,med,acc,1
1103,med,med,2,more,med,high,acc,3
1104,med,med,2,more,big,low,unacc,1
1105,med,med,2,more,big,med,acc,3
1106,med,med,2,more,big,high,vgood,0
1107,med,med,3,2,small,low,unacc,2
1108,med,med,3,2,small,med,unacc,3
1109,med,med,3,2,small,high,unacc,2
1110,med,med,3,2,med,low,unacc,1
1111,med,med,3,2,med,med,unacc,2
1112,med,med,3,2,med,high,unacc,3
1113,med,med,3,2,big,low,unacc,0
1114,med,med,3,2,big,med,unacc,1
1115,med,med,3,2,big,high,unacc,2
1116,med,med,3,4,small,low,unacc,0
1117,med,med,3,4,small,med,acc,1
1118,med,med,3,4,small,high,acc,0
1119,med,med,3,4,med,low,unacc,1
1120,med,med,3,4,med,med,acc,1
1121,med,med,3,4,med,high,acc,1
1122,med,med,3,4,big,low,unacc,2
1123,med,med,3,4,big,med,acc,2
1124,med,med,3,4,big,high,vgood,3
1125,med,med,3,more,small,low,unacc,1
1126,med,med,3,more,small,med,acc,0
1127,med,med,3,more,small,high,acc,3
1128,med,med,3,more,med,low,unacc,0
1129,med,med,3,more,med,med,acc,0
1130,med,med,3,more,med,high,vgood,0
1131,med,med,3,more,big,low,unacc,2
1132,med,med,3,more,big,med,acc,2
1133,med,med,3,more,big,high,vgood,2
1134,med,med,4,2,small,low,unacc,3
1135,med,med,4,2,small,med,unacc,0
1136,med,med,4,2,small,high,unacc,2
1137,med,med,4,2,med,low,unacc,2
1138,med,med,4,2,med,med,unacc,0
1139,med,med,4,2,med,high,unacc,0
1140,med,med,4,2,big,low,unacc,3
1141,med,med,4,2,big,med,unacc,0
1142,med,med,4,2,big,high,unacc,0
1143,med,med,4,4,small,low,unacc,0
1144,med,med,4,4,small,med,acc,2
1145,med,med,4,4,small,high,acc,2
1146,med,med,4,4,med,low,unacc,0
1147,med,med,4,4,med,med,acc,3
1148,med,med,4,4,med,high,vgood,0
1149,med,med,4,4,big,low,unacc,2
1150,med,med,4,4,big,med,acc,0
1151,med,med,4,4,big,high,vgood,2
1152,med,med,4,more,small,low,unacc,3
1153,med,med,4,more,small,med,acc,0
1154,med,med,4,more,small,high,acc,1
1155,med,med,4,more,med,low,unacc,3
1156,med,med,4,more,med,med,acc,2
1157,med,med,4,more,med,high,vgood,3
1158,med,med,4,more,big,low,unacc,0
1159,med,med,4,more,big,med,acc,2
1160,med,med,4,more,big,high,vgood,0
1161,med,med,5more,2,small,low,unacc,3
1162,med,med,5more,2,small,med,unacc,2
1163,med,med,5more,2,small,high,unacc,3
1164,med,med,5more,2,med,low,unacc,3
1165,med,med,5more,2,med,med,unacc,1
1166,med,med,5more,2,med,high,unacc,1
1167,med,med,5more,2,big,low,unacc,1
1168,med,med,5more,2,big,med,unacc,1
1169,med,med,5more,2,big,high,unacc,3
1170,med,med,5more,4,small,low,unacc,0
1171,med,med,5more,4,small,med,acc,2
1172,med,med,5more,4,small,high,acc,1
1173,med,med,5more,4,med,low,unacc,1
1174,med,med,5more,4,med,med,acc,0
1175,med,med,5more,4,med,high,vgood,3
1176,med,med,5more,4,big,low,unacc,1
1177,med,med,5more,4,big,med,acc,1
1178,med,med,5more,4,big,high,vgood,1
1179,med,med,5more,more,small,low,unacc,0
1180,med,med,5more,more,small,med,acc,3
1181,med,med,5more,more,small,high,acc,0
1182,med,med,5more,more,med,low,unacc,2
1183,med,med,5more,more,med,med,acc,2
1184,med,med,5more,more,med,high,vgood,2
1185,med,med,5more,more,big,low,unacc,2
1186,med,med,5more,more,big,med,acc,2
1187,med,med,5more,more,big,high,vgood,0
1188,med,low,2,2,small,low,unacc,2
1189,med,low,2,2,small,med,unacc,3
1190,med,low,2,2,small,high,unacc,2
1191,med,low,2,2,med,low,unacc,3
1192,med,low,2,2,med,med,unacc,2
1193,med,low,2,2,med,high,unacc,1
1194,med,low,2,2,big,low,unacc,1
1195,med,low,2,2,big,med,unacc,0
1196,med,low,2,2,big,high,unacc,3
1197,med,low,2,4,small,low,unacc,0
1198,med,low,2,4,small,med,acc,3
1199,med,low,2,4,small,high,good,2
1200,med,low,2,4,med,low,unacc,3
1201,med,low,2,4,med,med,acc,1
1202,med,low,2,4,med,high,good,1
1203,med,low,2,4,big,low,unacc,0
1204,med,low,2,4,big,med,good,0
1205,med,low,2,4,big,high,vgood,2
1206,med,low,2,more,small,low,unacc,3
1207,med,low,2,more,small,med,unacc,2
1208,med,low,2,more,small,high,unacc,1
1209,med,low,2,more,med,low,unacc,1
1210,med,low,2,more,med,med,acc,0
1211,med,low,2,more,med,high,good,3
1212,med,low,2,more,big,low,unacc,1
1213,med,low,2,more,big,med,good,0
1214,med,low,2,more,big,high,vgood,3
1215,med,low,3,2,small,low,unacc,1
1216,med,low,3,2,small,med,unacc,3
1217,med,low,3,2,small,high,unacc,2
1218,med,low,3,2,med,low,unacc,2
1219,med,low,3,2,med,med,unacc,2
1220,med,low,3,2,med,high,unacc,3
1221,med,low,3,2,big,low,unacc,2
1222,med,low,3,2,big,med,unacc,0
1223,med,low,3,2,big,high,unacc,1
1224,med,low,3,4,small,low,unacc,3
1225,med,low,3,4,small,med,acc,2
1226,med,low,3,4,small,high,good,2
1227,med,low,3,4,med,low,unacc,0
1228,med,low,3,4,med,med,acc,2
1229,med,low,3,4,med,high,good,0
1230,med,low,3,4,big,low,unacc,3
1231,med,low,3,4,big,med,good,1
1232,med,low,3,4,big,high,vgood,0
1233,med,low,3,more,small,low,unacc,1
1234,med,low,3,more,small,med,acc,3
1235,med,low,3,more,small,high,good,0
1236,med,low,3,more,med,low,unacc,0
1237,med,low,3,more,med,med,good,0
1238,med,low,3,more,med,high,vgood,1
1239,med,low,3,more,big,low,unacc,1
1240,med,low,3,more,big,med,good,2
1241,med,low,3,more,big,high,vgood,0
1242,med,low,4,2,small,low,unacc,3
1243,med,low,4,2,small,med,unacc,0
1244,med,low,4,2,small,high,unacc,2
1245,med,low,4,2,med,low,unacc,3
1246,med,low,4,2,med,med,unacc,1
1247,med,low,4,2,med,high,unacc,3
1248,med,low,4,2,big,low,unacc,0
1249,med,low,4,2,big,med,unacc,0
1250,med,low,4,2,big,high,unacc,2
1251,med,low,4,4,small,low,unacc,2
1252,med,low,4,4,small,med,acc,1
1253,med,low,4,4,small,high,good,2
1254,med,low,4,4,med,low,unacc,0
1255,med,low,4,4,med,med,good,0
1256,med,low,4,4,med,high,vgood,3
1257,med,low,4,4,big,low,unacc,3
1258,med,low,4,4,big,med,good,0
1259,med,low,4,4,big,high,vgood,2
1260,med,low,4,more,small,low,unacc,3
1261,med,low,4,more,small,med,acc,0
1262,med,low,4,more,small,high,good,0
1263,med,low,4,more,med,low,unacc,0
1264,med,low,4,more,med,med,good,0
1265,med,low,4,more,med,high,vgood,1
1266,med,low,4,more,big,low,unacc,0
1267,med,low,4,more,big,med,good,2
1268,med,low,4,more,big,high,vgood,3
1269,med,low,5more,2,small,low,unacc,1
